CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
10614,125,43,1,T,2,39,H,F,4,0,P,0,2,457,253,82,10156,0,33,39,22,1,0,A,1,0.056,12,0,0,1,0,26,27,108,216,26,8.31,12,15,3,12,4,22,26,124,8.31,7
10649,101,,1,C,1,22,U,M,2,0,P,0,5,1134,395,52,20674,0,21,28,31,1,1,S,3,0.333,6.67,0.5,6.8,6,5,24,27,79,136,23,5.91,5,10,5,7,5,14,24,98,5.91,11
11003,101,81,1,R,1,42,U,M,3,0,P,0,0,974,444,93,15409,0,30,46,19,1,0,A,2,0.318,16,0.364,15.5,7,4,24,27,96,289,22,13.14,17,22,5,16,6,31,24,99,13.14,11
11053,125,71,1,C,1,24,U,F,,1,N,0,8,653,366,72,16252,3,39,46,36,0,0,A,1,0.1,11,0,0,2,0,26,29,97,159,19,8.37,12,15,3,10,4,28,18,124,8.37,4
11241,101,74,1,U,2,5,U,M,,0,N,0,7,760,351,87,14513,0,50,27,47,1,4,A,1,0.25,10,0.3,10,5,3,27,25,69,262,26,10.08,2,12,10,10,4,10,27,92,10.08,11
11254,113,62,1,?,?,.,U,F,3,0,B,28,6,931,470,75,15138,0,0,0,0,0,0,A,2,0.19,25,0.2,25,4,2,18,28,104,295,13,22.69,20,30,10,25,7,32,6,113,22.69,3
11500,113,,1,C,1,24,H,F,5,0,P,0,9,876,508,84,23186,0,36,39,53,0,0,A,1,0.091,22.5,0,0,2,0,20,29,82,172,11,15.64,20,25,5,20,6,18,20,102,15.64,2
11536,113,87,1,?,?,.,H,M,4,1,B,1,6,811,401,88,12306,0,43,31,25,1,0,A,1,0.136,13.33,0,0,3,0,28,30,86,171,16,10.69,15,20,5,20,5,14,26,113,10.69,6
11561,89,66,1,C,1,24,H,F,2,1,B,2,7,973,354,84,26348,2,61,44,48,1,1,S,1,0.095,22.5,0,0,2,0,26,23,80,134,8,16.75,15,25,10,25,5,23,26,86,16.75,3
11620,101,82,0,U,3,9,U,U,,1,N,0,0,374,263,81,11757,0,29,16,16,1,0,A,1,0,0,0,0,0,0,,26,84,143,14,10.21,22,25,3,15,6,26,10,99,10.21,7
11862,125,83,1,R,2,43,U,M,2,0,P,0,6,472,212,79,9513,1,29,26,35,1,1,S,2,0.095,100,0,0,2,0,18,30,91,354,12,29.5,98,100,2,100,6,29,11,124,29.5,6
11907,137,,1,?,?,.,H,M,5,1,B,0,7,1092,380,58,22473,0,0,0,0,1,12,A,1,0.105,15.5,0.222,15.5,2,2,17,29,79,104,9,11.56,11,16,5,16,4,18,17,102,11.56,6
11921,113,82,1,S,1,11,H,M,4,0,M,2,7,3742,508,54,22722,0,14,34,42,1,1,S,3,0.263,9.6,0.455,9.6,5,5,17,30,86,215,22,9.77,10,15,5,9,6,15,17,105,9.77,17
12044,125,60,1,C,1,23,U,F,,0,N,0,3,1592,325,43,18023,0,24,11,65,1,0,A,1,0.091,25,0.091,25,2,1,23,34,101,219,12,18.25,30,35,5,35,7,26,15,123,18.25,6
12190,53,50,1,T,2,38,U,M,1,0,P,0,1,1466,324,75,15277,0,42,28,31,1,5,A,1,0.095,22.5,0.1,25,2,1,25,19,79,180,11,16.36,22,25,3,25,6,28,21,53,16.36,4
12336,41,74,0,S,3,21,H,M,2,0,P,0,1,713,231,59,12265,6,66,34,37,0,0,A,1,0.05,100,0.111,100,1,1,24,15,58,130,2,65,70,100,30,100,6,25,24,45,65,2
12350,89,47,0,T,1,35,H,M,5,1,B,1,8,1074,425,98,20934,0,0,0,0,0,0,A,2,0.136,83.33,0.091,100,3,1,19,27,85,445,8,55.63,80,100,20,50,6,28,19,89,55.63,4
12394,41,30,1,R,2,49,U,M,2,1,M,0,5,522,332,87,11251,1,32,33,30,1,0,A,3,0.227,24,0.364,23.75,5,4,23,17,62,183,10,18.3,25,30,5,25,6,27,22,44,18.3,6
12542,137,6,1,S,1,13,U,M,,0,N,0,9,1177,494,80,21910,0,20,38,43,1,13,A,3,0.2,9,0.333,8.33,4,3,16,32,91,148,18,8.22,9,11,2,10,7,31,8,125,8.22,11
12547,101,79,1,S,2,16,H,F,5,1,B,9,3,744,340,78,13519,5,45,41,44,1,3,A,1,0.143,10,0.1,10,3,1,19,28,91,240,22,10.91,15,20,5,10,5,29,19,105,10.91,9
12652,77,,1,C,2,28,H,M,6,0,P,0,,1027,509,97,16414,0,34,20,46,1,8,A,2,0.333,39.71,0.273,36.67,7,3,15,32,97,788,28,28.14,45,50,5,34,8,33,7,74,28.14,13
12696,113,84,1,S,3,21,U,F,3,1,B,13,3,671,273,88,13185,0,36,12,61,1,1,S,3,0.235,7,0.25,6,4,2,15,28,105,141,27,5.22,5,8,3,5,7,42,4,113,5.22,9
12820,41,47,1,R,2,49,U,F,4,0,P,0,,646,313,76,11880,1,27,29,33,1,0,A,4,0.45,7.56,0.6,7.33,9,6,21,15,49,90,12,7.5,5,10,5,9,6,22,21,41,7.5,7
12853,137,70,1,T,3,41,U,F,4,0,M,1,2,614,196,34,9308,5,42,20,40,1,1,S,2,0.176,10.33,0.25,8.5,3,2,15,32,126,619,77,8.04,18,20,2,14,5,29,15,160,8.04,19
12952,101,,1,?,?,.,U,M,1,0,P,0,2,460,285,84,12415,0,0,0,0,1,0,A,1,0.053,10,0.125,10,1,1,24,24,76,112,17,6.59,7,10,3,5,4,17,21,97,6.59,6
12973,113,,1,S,1,11,U,M,,1,N,0,6,2913,721,72,33494,2,13,38,8,1,0,A,1,0.056,14,0,0,1,0,26,25,83,169,16,10.56,10,15,5,15,5,25,11,105,10.56,9
13017,89,,1,R,3,51,H,F,5,0,P,0,2,317,150,81,7701,0,25,31,41,1,1,S,3,0.438,29.29,0.4,30,7,4,18,27,85,583,29,20.1,35,40,5,10,7,28,13,88,20.1,10
13234,137,84,1,C,3,30,H,M,1,0,P,0,0,277,186,31,6884,0,38,53,10,1,1,S,2,0.211,12.5,0,0,4,0,18,33,87,192,19,10.11,14,19,5,19,7,28,13,130,10.11,8
13265,137,78,1,C,3,30,H,F,1,1,B,16,5,417,122,70,9715,0,24,27,46,1,1,S,2,0.385,10.4,0.375,10,5,3,24,23,71,155,20,7.75,8,11,3,10,6,27,7,127,7.75,11
13269,53,75,1,S,2,18,H,F,2,0,P,0,5,491,272,65,9408,3,26,60,8,1,1,S,4,0.278,9.6,0.3,9.67,5,3,18,19,57,104,12,8.67,5,10,5,10,6,28,18,52,8.67,7
13288,41,48,1,C,2,28,H,F,5,0,B,1,,896,392,77,21975,0,48,18,59,1,1,S,4,0.316,17,0.5,19,6,5,22,16,56,153,10,15.3,20,25,5,20,6,29,8,41,15.3,6
13415,125,81,1,C,1,22,H,M,1,1,B,23,7,1053,425,15,20680,3,12,42,10,1,1,S,2,0.167,12.67,0.125,14,3,1,21,29,85,100,11,9.09,9,14,5,10,7,31,14,119,9.09,7
13551,65,35,1,?,?,.,H,F,7,0,B,0,,4392,516,53,21857,0,0,0,0,1,0,A,1,0.091,27.5,0,0,2,0,20,26,79,376,13,28.92,40,50,10,20,8,30,5,65,28.92,3
13565,137,85,1,C,2,27,H,F,1,0,P,0,1,478,186,60,9615,2,34,27,36,1,1,S,2,0.25,12.2,0.273,12,5,3,18,33,83,313,35,8.94,17,20,3,12,6,11,18,154,8.94,10
13566,65,,1,U,2,5,H,M,4,1,P,0,5,1493,346,91,16740,0,0,0,0,0,0,A,4,0.235,13.5,0.143,14,4,1,18,20,68,129,12,10.75,12,15,3,10,7,33,4,62,10.75,3
13969,41,,0,R,2,45,U,F,,0,N,0,,840,260,71,15563,3,45,16,52,1,0,A,4,0.412,9,0.625,10.2,7,5,16,12,52,108,12,9,15,15,0,10,6,33,4,35,9,5
13970,17,57,0,S,1,14,U,F,5,0,B,5,,1197,514,93,20444,0,37,49,15,0,0,F,1,0.167,15,0,0,1,0,20,5,26,20,2,10,15,15,0,0,4,18,9,20,10,0
13999,125,87,1,?,?,.,H,M,5,0,B,5,9,931,407,95,17743,0,0,0,0,1,1,S,3,0.167,4.67,0,0,3,0,17,28,77,102,19,5.37,9,10,1,5,6,23,5,123,5.37,9
14268,65,55,1,U,4,10,H,M,2,0,P,0,,584,231,69,11428,0,30,31,28,0,0,A,1,0.1,16,0,0,2,0,18,19,55,61,5,12.2,12,17,5,17,6,25,18,56,12.2,2
14319,41,71,1,S,3,21,H,M,5,1,B,10,,368,230,88,9547,0,34,14,44,1,1,S,4,0.238,12.8,0.1,14,5,1,18,16,53,107,10,10.7,9,14,5,12,6,28,18,40,10.7,1
14331,137,,1,U,2,4,U,F,,0,N,0,3,806,209,78,18469,0,44,9,68,1,1,S,2,0.19,13.25,0.1,13,4,1,22,32,83,115,14,8.21,13,16,3,15,6,26,18,125,8.21,7
14501,53,75,0,S,2,18,U,F,2,0,P,0,3,468,320,85,10919,0,26,71,18,1,14,A,1,0.1,62.5,0.091,25,2,1,19,19,64,165,5,33,95,100,5,100,6,30,19,53,33,3
14552,113,48,1,T,1,35,H,M,4,0,M,0,8,1518,449,82,17518,0,33,28,34,1,1,S,2,0.19,15.5,0.364,15.5,4,4,21,31,83,214,20,10.7,12,17,5,17,6,14,21,113,10.7,12
14638,65,,1,C,2,29,U,M,,0,N,0,5,1128,267,89,19444,0,49,15,66,1,0,A,1,0.118,50,0,0,2,0,25,18,60,165,5,33,40,50,10,50,6,15,25,56,33,0
14735,89,17,1,C,2,27,U,F,2,1,B,7,4,894,319,76,16610,3,37,17,56,1,11,A,1,0.053,10,0,0,1,0,26,20,85,176,18,9.78,6,11,5,10,4,12,26,81,9.78,6
14899,137,78,1,C,3,31,H,F,2,0,P,0,8,450,105,23,10947,0,0,0,0,1,1,S,4,0.5,8,0.636,7.71,9,7,17,35,108,250,36,6.94,8,10,2,10,7,24,15,129,6.94,17
15059,137,39,0,T,2,40,H,M,5,1,B,6,2,889,314,80,17825,0,37,38,31,1,4,A,1,0.136,20,0.091,20,3,1,27,32,84,366,30,12.2,15,20,5,20,5,13,27,130,12.2,16
15088,137,65,0,R,2,49,H,M,6,1,P,0,3,595,289,86,13060,0,23,36,30,0,0,A,1,0.091,25,0,0,2,0,19,33,73,180,9,20,15,25,10,25,6,14,19,106,20,2
15154,65,,0,R,2,49,U,F,4,1,B,0,,573,288,86,12356,0,23,29,28,0,0,A,3,0.167,12.33,0.222,12.5,3,2,21,18,48,62,7,8.86,12,15,3,15,6,13,21,65,8.86,5
15254,65,56,0,T,2,39,H,F,4,0,B,6,8,641,309,80,13245,0,38,46,24,0,0,A,1,0.136,28.33,0.091,30,3,1,17,21,52,129,7,18.43,27,30,3,25,5,13,17,63,18.43,3
15264,17,,0,R,2,47,H,F,5,1,M,6,,560,269,79,11848,0,23,28,32,0,0,F,1,0.143,15,0,0,1,0,20,6,15,15,1,15,0,15,15,15,4,10,20,20,15,0
15384,29,59,0,C,2,28,H,F,4,1,B,1,,452,219,73,8728,0,31,26,48,0,0,A,1,0.154,10,0.2,5,2,1,18,8,21,20,2,10,10,15,5,15,4,10,18,29,10,1
15513,77,73,0,C,3,31,H,F,2,1,B,1,,559,187,29,12028,0,29,28,18,0,0,A,2,0.2,10,0.2,12,4,2,15,18,43,68,10,6.8,17,20,3,20,4,11,15,75,6.8,4
15695,29,,0,R,2,43,H,F,3,0,P,0,,519,255,83,11251,0,28,27,35,0,0,A,1,0.154,15.5,0,0,2,0,17,10,23,31,2,15.5,11,21,10,21,5,12,17,28,15.5,0
15756,53,69,0,T,3,41,H,F,1,0,P,0,,467,203,85,10466,0,24,24,35,0,0,A,4,0.2,6.25,0.111,5,4,1,19,16,40,52,9,5.78,3,8,5,5,6,12,18,52,5.78,2
15772,137,,0,C,3,32,H,F,1,1,P,0,0,439,134,45,7525,4,43,33,47,1,1,S,3,0.263,7.6,0.3,6.67,5,3,16,30,70,102,18,5.67,6,10,4,8,6,11,16,130,5.67,13
15830,29,63,0,C,2,25,H,F,3,1,B,29,,737,283,47,18856,1,24,35,16,0,0,A,1,0.077,15,0.167,15,1,1,25,9,21,20,2,10,10,15,5,15,4,9,25,28,10,2
15857,65,50,0,T,2,40,H,F,5,0,P,0,7,769,321,74,14968,0,28,33,27,0,0,A,1,0.063,15,0.167,15,1,1,21,15,44,60,5,12,5,15,10,15,4,10,21,64,12,2
15874,29,52,0,T,1,34,H,M,4,1,M,1,,1244,462,71,20521,0,27,33,20,0,0,A,1,0.125,14,0.286,14,2,2,23,11,28,28,2,14,22,25,3,25,6,14,23,33,14,2
15928,101,73,0,T,1,35,H,F,1,1,B,18,8,923,420,93,20820,0,48,38,10,1,1,S,4,0.579,3.18,0.6,3.33,11,6,18,26,61,102,35,2.91,3,5,2,3,6,12,18,91,2.91,17
15975,65,,0,R,2,43,U,F,,1,N,0,,595,308,82,12981,0,24,39,29,1,0,A,4,0.375,4.67,0.556,4.6,6,5,16,17,37,58,16,3.63,3,5,2,5,6,14,16,57,3.63,10
16126,41,46,0,R,3,50,H,F,5,1,B,2,3,466,250,84,10552,0,27,36,28,0,0,A,1,0.167,20,0.2,20,3,2,26,15,32,75,5,15,15,20,5,20,5,9,26,44,15,2
16480,137,65,0,C,3,32,H,F,3,1,B,11,1,459,202,36,7497,0,21,35,65,1,4,A,1,0.182,15,0.091,15,4,1,24,32,70,164,18,9.11,10,15,5,15,6,11,24,123,9.11,10
16669,29,,0,R,1,42,U,F,,0,N,0,,798,221,43,12287,0,14,50,0,0,0,A,1,0.154,15,0,0,2,0,15,9,21,30,2,15,0,15,15,15,4,10,15,28,15,0
16723,29,,0,C,1,22,U,F,1,0,P,0,,925,217,33,13583,0,14,38,17,0,0,A,1,0.2,14.33,0.25,16.5,3,2,16,10,24,43,3,14.33,10,20,10,20,4,8,16,29,14.33,2
16771,113,77,0,T,1,35,H,F,6,1,B,2,,2018,709,91,26070,0,32,47,9,1,1,S,3,0.231,5,0.2,5,3,1,19,19,50,85,18,4.72,2,5,3,5,2,5,19,111,4.72,11
16787,29,45,0,S,1,15,H,M,7,1,B,11,,980,390,36,17917,0,23,52,14,0,0,F,1,0,0,0,0,0,0,,6,15,100,1,100,0,100,100,100,5,13,18,18,100,0
16837,89,43,0,C,1,22,H,F,5,1,B,6,9,1610,413,53,24479,1,20,28,31,1,0,A,1,0.077,15,0,0,1,0,18,21,58,163,17,9.59,10,15,5,15,5,12,18,86,9.59,8
16871,77,75,0,T,1,34,U,M,5,0,M,8,9,1488,513,89,21342,0,20,58,17,1,1,S,2,0.095,20,0.1,20,2,1,23,22,59,177,12,14.75,22,25,3,20,6,12,23,69,14.75,4
16962,89,51,0,T,2,40,H,F,6,0,B,4,,730,369,84,14119,0,29,55,6,1,0,A,4,0.227,8.2,0.455,8.2,5,5,16,24,63,89,15,5.93,8,10,2,10,6,15,16,86,5.93,8
16973,137,,0,T,2,40,U,F,,0,N,0,8,1024,303,84,16209,0,29,55,6,1,1,S,3,0.3,7.83,0.364,7.75,6,4,17,31,78,243,38,6.39,4,9,5,9,5,10,17,128,6.39,15
17333,41,50,0,T,2,40,U,F,2,1,B,6,,828,288,75,17101,0,21,35,23,0,0,A,3,0.2,12,0.2,12,4,2,16,15,37,79,7,11.29,10,15,5,12,6,13,16,41,11.29,3
17440,77,74,0,C,1,22,U,F,,0,N,0,9,1046,384,48,22562,1,24,26,32,1,0,A,2,0.2,15.5,0.3,15.33,4,3,16,22,57,126,10,12.6,15,20,5,20,6,13,16,76,12.6,8
17452,41,,0,C,2,25,U,F,3,1,M,0,1,832,326,84,12220,1,27,28,22,1,0,L,2,0.19,27.5,0.3,28.33,4,3,18,27,70,132,7,18.86,35,40,5,40,10,25,18,45,18.86,5
17507,17,53,0,T,2,40,U,F,5,0,B,1,,894,318,82,13754,0,30,26,29,0,0,N,2,0.25,12.5,0.5,12.5,2,2,16,8,18,25,2,12.5,5,15,10,15,6,13,16,21,12.5,2
17636,77,,0,C,1,22,H,M,5,0,P,0,9,1077,413,59,19993,0,27,44,17,0,0,A,1,0.1,20,0.1,20,2,1,18,22,53,100,6,16.67,15,20,5,20,6,13,18,74,16.67,4
17878,41,56,0,C,3,31,U,F,,0,N,0,,1409,341,85,21494,0,0,0,0,0,0,A,3,0.105,11,0,0,2,0,20,13,32,33,4,8.25,6,11,5,6,6,12,18,41,8.25,1
18038,77,,0,R,2,47,U,U,,0,N,0,0,548,197,76,10044,0,30,19,48,1,0,A,1,0.095,15.5,0.182,15.5,2,2,25,22,60,99,8,12.38,6,16,10,16,6,11,25,77,12.38,7
18104,137,43,0,C,1,22,U,M,3,0,P,0,8,915,327,61,17723,1,18,30,27,1,1,S,3,0.176,12.33,0.143,13,3,1,16,29,67,116,11,10.55,10,15,5,13,6,13,16,123,10.55,8
18229,137,52,0,T,1,34,U,F,,0,N,0,9,742,388,72,16280,0,26,34,24,1,0,A,1,0.091,50,0,0,2,0,18,34,76,275,13,21.15,45,50,5,50,6,13,18,119,21.15,8
18283,113,,0,C,3,31,U,M,,0,N,0,,322,79,14,4648,0,0,0,0,0,0,A,3,0.211,10.25,0.222,9.5,4,2,16,17,46,79,9,8.78,9,12,3,12,4,9,16,103,8.78,3
18343,77,45,0,R,2,47,U,F,1,1,B,0,,469,192,65,9448,0,25,31,32,0,0,A,3,0.182,8,0,0,2,0,19,13,35,38,5,7.6,5,10,5,9,6,12,19,67,7.6,1
18466,77,39,0,R,2,47,H,F,3,0,P,0,1,594,267,81,10466,1,30,42,27,1,1,S,4,0.267,5,0.429,5,4,3,17,18,46,55,14,3.93,3,6,3,5,5,11,15,68,3.93,7
18498,29,71,0,T,3,41,U,F,5,0,P,0,,442,212,66,10356,0,32,25,46,1,0,A,2,0.231,11,0.5,11,3,3,16,10,26,36,4,9,17,20,3,20,6,13,16,29,9,3
18508,41,,0,T,2,36,U,F,4,0,P,0,,635,301,63,12754,0,26,29,31,1,0,A,3,0.2,6.25,0.111,5,4,1,20,14,35,40,6,6.67,5,10,5,10,6,13,18,40,6.67,1
18581,125,53,0,R,2,44,H,F,4,0,P,0,7,775,318,81,13491,1,24,36,20,1,0,A,1,0.067,12,0,0,1,0,18,25,58,74,16,4.63,11,12,1,12,4,11,18,124,4.63,10
18611,137,62,0,T,3,41,U,F,3,1,M,36,3,397,222,69,9773,0,32,24,25,1,1,S,4,0.286,5,0.4,5,6,4,23,31,74,122,28,4.36,4,6,2,5,6,12,23,127,4.36,20
18654,29,,0,R,2,43,U,F,,0,N,0,,505,230,81,11281,0,26,33,35,0,0,N,2,0.182,22.5,0.2,20,2,1,18,9,21,45,2,22.5,5,25,20,25,6,13,18,24,22.5,1
18787,65,,0,T,2,40,H,F,5,0,P,0,7,1212,543,92,18769,0,32,41,23,0,0,A,1,0.053,18,0.1,18,1,1,33,20,48,105,7,15,8,18,10,15,6,13,18,62,15,2
18917,17,,0,R,3,51,U,M,3,1,M,0,,558,288,84,12158,0,32,35,8,0,0,F,1,0.2,30,0,0,1,0,16,6,14,30,1,30,0,30,30,30,5,12,16,16,30,0
18921,65,57,0,R,2,49,H,F,5,0,P,0,4,518,261,78,11269,0,23,29,37,0,0,E,1,0.154,12,0.2,9,2,1,15,12,34,34,4,8.5,10,15,5,15,3,9,15,57,8.5,3
18952,101,54,0,S,1,12,H,F,6,0,P,0,4,1298,508,89,17932,0,32,37,39,0,0,A,1,0.053,15,0.111,15,1,1,16,27,68,120,10,12,10,15,5,15,6,14,16,105,12,6
18974,17,51,0,T,2,40,H,F,7,1,B,13,,884,324,77,16169,0,27,45,27,0,0,F,1,0.2,20,0.5,20,1,1,17,5,13,20,1,20,0,20,20,20,4,10,17,17,20,1
19020,41,69,0,T,1,34,H,F,4,1,B,1,,1588,450,82,18048,0,31,45,24,0,0,A,3,0.143,17,0.2,17,3,2,17,15,39,81,5,16.2,10,20,10,10,6,14,15,41,16.2,3
19076,41,51,0,R,2,49,H,F,4,0,P,0,5,602,311,81,12136,0,31,40,26,0,0,A,1,0.1,20,0.2,20,2,2,22,16,37,65,4,16.25,15,20,5,20,6,12,22,45,16.25,3
19208,89,,0,?,?,.,H,F,5,0,P,0,7,670,275,66,14984,0,0,0,0,1,0,A,3,0.15,18,0.111,20,3,1,15,23,59,133,12,11.08,17,20,3,20,6,13,15,80,11.08,4
19214,137,56,0,?,?,.,H,F,6,1,B,18,3,799,412,77,15693,0,0,0,0,1,7,A,1,0.1,16,0.111,15,2,1,25,28,69,107,11,9.73,12,17,5,17,4,11,25,126,9.73,9
19324,77,37,0,T,1,35,U,U,,0,N,0,7,1393,537,92,25611,0,28,25,29,0,0,A,3,0.143,26.67,0.3,26.67,3,3,17,20,55,138,7,19.71,24,30,6,6,6,13,15,69,19.71,4
19498,29,59,0,C,1,24,H,M,6,0,P,0,,1275,537,84,27448,0,38,17,46,0,0,A,1,0.154,21,0.167,20,2,1,17,10,22,42,2,21,2,22,20,22,5,11,17,28,21,1
19581,137,60,0,S,2,18,H,F,5,1,B,11,8,821,427,92,15937,0,37,19,54,1,5,A,1,0.1,25,0.1,25,2,1,20,33,76,226.25,34,6.65,23,25,2,25,6,13,20,124,6.65,17
19647,89,85,0,S,2,17,H,F,1,1,B,5,,770,289,22,13432,0,25,28,9,1,0,A,2,0.105,15,0,0,2,0,16,21,55,71,9,7.89,13,15,2,15,5,13,16,81,7.89,5
19669,29,31,0,S,1,12,U,F,5,0,P,0,,1001,404,75,16276,0,22,29,18,1,0,A,4,0.412,16.14,0.5,17.5,7,4,16,12,34,129,9,14.33,17,20,3,10,6,15,16,32,14.33,4
19812,65,39,0,T,1,35,H,F,5,1,B,1,9,1145,544,96,20471,0,21,52,19,1,0,A,2,0.143,16.33,0.1,17,3,1,16,19,47,94,6,15.67,9,19,10,17,6,13,16,57,15.67,3
19885,125,62,0,T,2,40,H,M,3,1,B,19,5,674,316,59,12315,39,39,56,6,0,0,A,1,0.118,11,0.143,10,2,1,18,26,64,145,12,12.08,19,22,3,12,5,12,18,110,12.08,6
19920,41,42,0,C,2,27,U,F,,1,N,0,6,718,319,80,10828,36,22,43,0,1,1,S,2,0.25,15.8,0.182,14.5,5,2,18,17,37,118,8,14.75,9,20,11,20,6,13,18,45,14.75,4
19961,41,,0,C,2,27,U,M,2,0,P,0,,722,327,63,13168,7,33,44,21,0,0,A,2,0.176,13.33,0,0,3,0,15,11,35,45,4,11.25,10,15,5,15,5,14,15,41,11.25,1
20031,17,31,0,T,2,40,U,F,4,1,P,0,,754,334,89,13810,27,27,51,6,1,0,F,1,0.2,50,0.5,50,1,1,17,6,14,50,1,50,0,50,50,50,5,11,17,17,50,1
20057,53,59,0,T,1,34,U,F,,0,N,0,7,683,294,39,14482,44,30,35,16,1,0,A,2,0.136,13.33,0.182,12.5,3,2,26,18,44,77,7,11,10,15,5,15,6,13,18,52,11,3
20130,137,83,0,R,2,47,U,F,1,1,B,0,1,495,130,50,10206,0,27,26,40,1,1,S,3,0.263,4.4,0.222,3,5,2,20,26,59,51,21,2.43,9,10,1,10,6,14,20,130,2.43,11
20167,41,,0,R,2,47,U,M,,0,N,0,,451,183,70,11232,0,22,30,31,0,0,A,1,0.176,18.33,0.333,18.33,3,3,17,13,29,55,3,18.33,15,25,10,25,6,13,17,35,18.33,3
20183,89,76,0,R,2,47,H,M,4,1,B,0,2,474,239,74,10039,1,20,20,35,1,0,A,1,0.05,17,0,0,1,0,26,22,59,72,7,10.29,12,17,5,17,4,12,26,85,10.29,4
20438,29,71,0,T,2,39,H,M,4,0,P,0,,509,248,63,9114,43,34,58,12,0,0,A,4,0.333,7.33,0.222,7.5,6,2,15,13,32,50,7,7.14,5,10,5,10,6,14,15,33,7.14,2
20464,29,,0,R,2,47,U,M,2,1,P,0,,655,297,79,10412,0,25,42,34,0,0,A,3,0.25,12,0.286,13,4,2,19,11,28,48,4,12,5,15,10,15,6,12,19,32,12,2
20500,29,50,0,C,1,24,U,M,,0,N,0,,1095,450,91,23627,0,38,30,54,0,0,A,1,0.143,25,0.143,25,2,1,18,11,24,50,2,25,0,25,25,25,6,13,18,29,25,1
20780,113,,0,R,2,46,H,F,7,1,B,2,5,680,226,77,12721,0,24,25,32,1,1,S,2,0.136,19,0.091,20,3,1,25,30,73,276,17,16.24,16,21,5,20,6,13,25,111,16.24,7
20972,77,51,0,C,2,27,H,M,5,1,B,0,6,647,317,76,10894,36,35,60,8,1,3,A,1,0.095,25,0,0,2,0,18,20,52,100,6,16.67,25,30,5,30,6,14,18,66,16.67,2
21144,137,,0,R,2,43,U,M,,0,N,0,3,827,240,83,12413,20,33,39,24,1,1,S,4,0.381,6.25,0.636,6.43,8,7,17,33,82,202,32,6.31,13,15,2,8,6,14,17,120,6.31,22
21157,29,,0,T,2,39,H,F,6,1,B,20,,527,256,82,10220,0,20,35,29,0,0,A,1,0.167,12.5,0.2,5,2,1,20,8,20,25,2,12.5,15,20,5,20,4,10,20,29,12.5,1
21214,65,81,0,R,2,43,U,F,1,1,B,2,7,540,246,68,11073,2,23,45,8,0,0,A,1,0.105,20,0.222,20,2,2,23,18,44,65,5,13,15,20,5,20,6,13,23,57,13,4
21532,53,83,0,T,2,36,U,F,4,0,P,0,6,535,265,79,12073,0,35,23,45,0,0,A,1,0.133,15,0,0,2,0,26,11,27,38,4,9.5,17,20,3,20,5,9,26,53,9.5,1
21539,113,57,0,R,2,46,H,M,3,0,P,0,8,996,334,85,15432,0,34,31,31,1,1,S,4,0.421,3.25,0.4,3.5,8,4,18,29,74,106,29,3.66,7,10,3,3,6,13,18,113,3.66,14
21599,137,,0,T,2,37,U,M,,0,N,0,6,1168,365,90,18128,0,26,15,26,1,1,S,3,0.158,5.67,0.125,7,3,1,16,29,71,95,19,5,4,7,3,7,5,14,16,126,5,12
21711,137,61,0,C,2,28,H,F,2,0,P,0,5,587,265,71,14719,0,33,22,35,1,1,S,2,0.143,10.67,0,0,3,0,16,32,81,292,30,9.73,10,15,5,12,6,12,16,128,9.73,12
21782,137,86,0,T,2,36,H,M,2,0,P,0,5,1188,293,70,19926,0,36,31,29,1,1,S,3,0.308,4.5,0.5,4.33,4,3,16,16,47,74,19,3.89,2,5,3,5,3,7,16,127,3.89,11
21802,137,62,0,T,2,36,U,F,5,1,B,0,1,586,244,85,11293,0,38,26,37,1,5,A,1,0.053,20,0.111,20,1,1,23,31,75,119,14,8.5,18,20,2,20,6,12,23,127,8.5,9
